25/08/2010;Sisters Core Scanner Probe;8;565590,1
25/08/2010;Sisters Core Scanner Probe;16;565590,1
25/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
25/08/2010;Gallente Industrial;1;330999,99
25/08/2010;Heavy Armor Maintenance Bot II;29;1000001,63
25/08/2010;Manticore;4;12339889,96
25/08/2010;1400mm Howitzer Artillery II;7;2482715,58
25/08/2010;Republic Fleet EMP L;500;1178,08
25/08/2010;Republic Fleet EMP L;166;1178,08
25/08/2010;Republic Fleet EMP L;22347;1178,08
25/08/2010;Ocular Filter - Standard;32;21119000,77
25/08/2010;Ocular Filter - Standard;3;21119000,79
25/08/2010;Ocular Filter - Standard;1;21119000,79
25/08/2010;Sisters Combat Scanner Probe;8;580034
25/08/2010;Sisters Combat Scanner Probe;162;580034
26/08/2010;Sisters Core Scanner Probe;2;565590,1
26/08/2010;Sisters Core Scanner Probe;1;566866,98
26/08/2010;Sisters Core Scanner Probe;155;566866,98
26/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
26/08/2010;Gallente Industrial;1;330999,99
26/08/2010;Heavy Armor Maintenance Bot II;29;1000001,63
26/08/2010;Republic Fleet EMP L;500;1178,08
26/08/2010;Republic Fleet EMP L;166;1178,08
26/08/2010;Republic Fleet EMP L;22347;1178,08
26/08/2010;Republic Fleet EMP L;26987;1178,25
26/08/2010;Ocular Filter - Standard;30;21119000,77
26/08/2010;Ocular Filter - Standard;3;21119000,79
26/08/2010;Ocular Filter - Standard;1;21119000,79
26/08/2010;Ocular Filter - Standard;1;21120016,31
26/08/2010;Ocular Filter - Standard;13;21120016,31
26/08/2010;Sisters Combat Scanner Probe;56;580034
26/08/2010;Republic Fleet Fusion S;5000;520,01
26/08/2010;Chromium;12300;1942,36
26/08/2010;Chromium;33736;1942,36
27/08/2010;Sisters Core Scanner Probe;2;565590,1
27/08/2010;Sisters Core Scanner Probe;1;566866,98
27/08/2010;Sisters Core Scanner Probe;155;566866,98
27/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
27/08/2010;Gallente Industrial;1;330999,99
27/08/2010;Heavy Armor Maintenance Bot II;29;1000001,63
27/08/2010;Republic Fleet EMP L;500;1178,08
27/08/2010;Republic Fleet EMP L;166;1178,08
27/08/2010;Republic Fleet EMP L;22347;1178,08
27/08/2010;Republic Fleet EMP L;26987;1178,25
27/08/2010;Ocular Filter - Standard;30;21119000,77
27/08/2010;Ocular Filter - Standard;3;21119000,79
27/08/2010;Ocular Filter - Standard;1;21119000,79
27/08/2010;Ocular Filter - Standard;1;21120016,31
27/08/2010;Ocular Filter - Standard;13;21120016,31
27/08/2010;Sisters Combat Scanner Probe;9;580034
27/08/2010;Republic Fleet Fusion S;5000;520,01
27/08/2010;Chromium;12300;1942,36
27/08/2010;Chromium;33736;1942,36
28/08/2010;Sisters Core Scanner Probe;2;565590,1
28/08/2010;Sisters Core Scanner Probe;1;566866,98
28/08/2010;Sisters Core Scanner Probe;155;566866,98
28/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
28/08/2010;Gallente Industrial;1;330999,99
28/08/2010;Heavy Armor Maintenance Bot II;29;1000001,63
28/08/2010;Republic Fleet EMP L;500;1178,08
28/08/2010;Republic Fleet EMP L;166;1178,08
28/08/2010;Republic Fleet EMP L;22347;1178,08
28/08/2010;Republic Fleet EMP L;26987;1178,25
28/08/2010;Ocular Filter - Standard;30;21119000,77
28/08/2010;Ocular Filter - Standard;3;21119000,79
28/08/2010;Ocular Filter - Standard;1;21119000,79
28/08/2010;Ocular Filter - Standard;1;21120016,31
28/08/2010;Ocular Filter - Standard;13;21120016,31
28/08/2010;Republic Fleet Fusion S;5000;520,01
28/08/2010;Chromium;12300;1942,36
28/08/2010;Chromium;33736;1942,36
29/08/2010;Sisters Core Scanner Probe;107;566866,98
29/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
